store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8.41954E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.45155E+16,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.37747E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.95534E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
1.16935E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
3.73973E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
4.43037E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
1.91256E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.48955E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.59602E+17,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.6279E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
2.65169E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.04305E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
2.3673E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
6.6139E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
1.39665E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.377E+17,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
2.05796E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
6.10857E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.81559E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.49393E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.96104E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
6.05803E+17,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.27838E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.49475E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
4.85883E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.55575E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.62502E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
4.15915E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.15736E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
3.59515E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.69393E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.6315E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.36922E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.73339E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
4.68174E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
2.56773E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
2.84239E+17,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
6.65646E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
9.18411E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
6.03157E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
9.11181E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.75049E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
3.04841E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
3.98379E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
5.04715E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
7.93395E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
3.79226E+17,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
1.25336E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
4.75593E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
8.80389E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
6.83603E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
2.63975E+18,1440,23.983333333333334,167.88333333333333,0,0.0,0.0
